ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
16.557,0.6897,0.1067,-0.6975,-0.5649,-2.2137,-0.2214
16.577,0.6931,0.1055,-0.698,-1.687,-4.0382,1.6641
16.598,0.6929,0.1052,-0.6875,-2.2137,-4.8244,1.0687
16.617,0.6985,0.1001,-0.7009,-2.4885,-5.4809,1.8397
16.637,0.7026,0.1021,-0.7009,-1.458,-4.2061,1.084
16.657,0.7014,0.1021,-0.6941,-1.3893,-3.4733,1.3359
16.677,0.698,0.1003,-0.6963,-1.2366,-2.313,-0.2519
16.697,0.6914,0.1003,-0.6914,-1.3282,-2.4198,-0.1374
16.717,0.6897,0.1003,-0.6953,-0.8473,-3.3817,0.542
16.737,0.6931,0.1074,-0.6951,-0.6107,-4.145,1.0229
16.757,0.6951,0.1072,-0.6965,-1.3359,-4.7405,1.6489
16.777,0.6956,0.0999,-0.6997,-2.1679,-4.5038,1.2672
16.797,0.699,0.0974,-0.6948,-2.7252,-4.0992,1.1908
16.817,0.7007,0.0989,-0.6946,-1.8931,-3.5802,0.5878
16.837,0.7012,0.0994,-0.6907,-1.0305,-3.3969,0.7176
16.857,0.6941,0.1025,-0.6943,-0.3817,-2.9237,0.4962
16.877,0.6963,0.1064,-0.7031,-0.7481,-2.9237,0.6489
16.897,0.6914,0.1064,-0.7012,-1.313,-2.7939,0.2672
16.917,0.6873,0.1016,-0.6992,-2.1985,-3.6641,1.0153
16.937,0.6941,0.1023,-0.697,-2.0992,-4.3511,1.2214
16.957,0.6965,0.0979,-0.6965,-2.1069,-5.2901,1.9008
16.977,0.7019,0.0981,-0.697,-1.6641,-4.8702,1.1527
16.997,0.7002,0.0967,-0.699,-1.2443,-3.8397,0.8931
17.017,0.7024,0.0979,-0.6982,-0.5038,-2.2519,-0.1679
17.037,0.6912,0.104,-0.7031,-0.9389,-1.7023,0.1603
17.057,0.686,0.1047,-0.698,-1.2519,-2.3053,-0.1832
17.077,0.6873,0.1062,-0.6982,-1.9466,-4.229,0.9847
17.097,0.6909,0.1023,-0.6948,-1.458,-5.5878,1.4427
17.117,0.7012,0.1055,-0.6948,-1.1069,-5.5267,1.8779
17.137,0.7012,0.1016,-0.7,-1.2748,-3.7634,1.2061
17.157,0.6958,0.1033,-0.6958,-1.9008,-2.2672,0.5038
17.177,0.6912,0.1001,-0.7024,-2.4809,-2.3511,0.3817
17.197,0.6907,0.1001,-0.6909,-2.1298,-2.9618,0.1221
17.217,0.6963,0.1003,-0.7075,-1.5878,-4.9237,1.8321
17.238,0.7029,0.0996,-0.6924,-0.3893,-4.771,0.8168
17.257,0.7029,0.1008,-0.7056,-0.8168,-4.2061,1.458
17.277,0.696,0.1069,-0.7036,-0.7939,-2.4962,-0.3435
17.297,0.6907,0.104,-0.698,-1.9695,-2.9313,1.084
17.317,0.6919,0.1021,-0.7004,-1.8779,-3.4885,-0.0305
17.337,0.6929,0.1038,-0.6965,-1.687,-4.7634,1.4427
17.357,0.6975,0.1003,-0.6958,-0.626,-4.6107,1.1756
17.377,0.6995,0.1033,-0.6956,-0.7252,-4.0458,1.1527
17.397,0.6982,0.1021,-0.6946,-1.1756,-3.1374,0.3435
17.417,0.699,0.1028,-0.7039,-1.8168,-2.8015,0.6565
17.437,0.6943,0.1008,-0.7048,-2.4733,-3.2595,1.1679
17.457,0.6982,0.1003,-0.6982,-2.771,-3.9313,1.0687
17.477,0.6975,0.0955,-0.6975,-1.8321,-3.7405,0.3053
17.497,0.6914,0.0996,-0.697,-0.1832,-3.0763,0.2901
17.517,0.6917,0.1069,-0.7021,0.5802,-3.1527,1.145
17.537,0.6929,0.1121,-0.698,-0.8168,-3.916,1.1756
17.557,0.7004,0.106,-0.6941,-3.1069,-5.313,1.3588
17.577,0.7041,0.0925,-0.7,-3.3053,-5.2366,1.0076
17.597,0.708,0.0923,-0.6951,-1.8855,-4.2595,1.0687
17.617,0.698,0.0986,-0.6909,-0.1069,-2.4275,-0.0687
17.637,0.6929,0.1072,-0.6958,0.5802,-1.3817,-0.5649
17.657,0.6824,0.1089,-0.7036,-0.1374,-2.0458,0.0458
17.677,0.6851,0.1106,-0.698,-1.542,-3.6107,0.9618
17.697,0.6938,0.1023,-0.7004,-3.0763,-5.5878,2.0
17.717,0.6992,0.0989,-0.6941,-3.5038,-6.4504,2.4733
17.737,0.7092,0.0891,-0.6946,-2.8397,-5.2748,1.8855
17.757,0.7107,0.0908,-0.6943,-1.5267,-3.1985,0.4122
17.777,0.6941,0.0969,-0.6931,-0.0916,-0.9008,-0.9466
17.797,0.6836,0.1106,-0.7078,0.8473,-0.1374,-1.1603
17.817,0.6775,0.1155,-0.7012,0.4198,-1.7481,-0.3053
17.837,0.6775,0.113,-0.6987,-1.1069,-4.8244,1.4962
17.857,0.6926,0.1008,-0.7026,-3.0534,-7.4122,3.0153
17.878,0.7009,0.094,-0.6921,-3.5573,-7.2748,2.6489
17.897,0.7146,0.0869,-0.6965,-3.0992,-5.3969,2.0534
17.917,0.7097,0.0884,-0.6865,-1.3511,-2.1069,0.0153
17.937,0.7034,0.093,-0.7002,-0.687,-0.9771,-0.4046
17.957,0.6917,0.1018,-0.6936,-0.0687,-0.7939,-1.0763
17.977,0.6836,0.1052,-0.7012,-0.4809,-2.3359,-0.0458
17.997,0.6848,0.1096,-0.6968,-0.6031,-3.7786,0.1679
18.017,0.6833,0.1082,-0.7095,-1.3664,-5.2519,1.771
18.037,0.6958,0.1047,-0.7002,-2.0992,-5.5649,1.9389
18.057,0.7004,0.1013,-0.6978,-2.6336,-5.2061,1.7557
18.077,0.7029,0.1018,-0.6982,-2.1527,-3.9847,0.855
18.097,0.7014,0.0991,-0.6948,-1.3282,-3.3893,1.0763
18.117,0.7017,0.1003,-0.696,-0.687,-2.7328,0.5573
18.137,0.6948,0.1042,-0.7002,-0.8015,-2.2748,0.3817
18.157,0.6934,0.1028,-0.7051,-1.4733,-2.6336,0.626
18.177,0.6897,0.1042,-0.6951,-1.9542,-3.3359,0.6183
18.197,0.6914,0.0981,-0.6951,-2.8168,-5.1603,1.8015
18.217,0.699,0.0967,-0.6873,-1.7481,-4.855,0.7863
18.237,0.7031,0.0979,-0.7012,-0.9618,-4.3282,1.542
18.257,0.697,0.1011,-0.6924,0.2519,-2.5038,-0.145
18.277,0.6931,0.1074,-0.697,-0.7481,-2.8092,0.7481
18.297,0.6892,0.1101,-0.6968,-1.3435,-3.2977,0.1603
18.317,0.6919,0.1001,-0.6987,-2.6412,-5.0458,1.7481
18.337,0.699,0.0972,-0.697,-2.1832,-4.3893,0.8473
18.357,0.6997,0.0962,-0.6897,-1.771,-3.626,1.0992
18.377,0.6965,0.0991,-0.7004,-0.5344,-2.1145,0.2366
18.397,0.6892,0.1091,-0.6953,-0.5802,-2.1527,0.5649
18.417,0.6875,0.1082,-0.7004,-1.3511,-3.2901,0.8855
18.437,0.6951,0.1045,-0.7043,-2.5496,-4.9237,1.3359
18.457,0.6963,0.1023,-0.6946,-2.9237,-5.5878,2.0153
18.477,0.7043,0.094,-0.6921,-2.0229,-4.7863,1.6107
18.497,0.7078,0.0972,-0.7017,-0.8473,-3.2748,0.458
18.518,0.6919,0.1018,-0.6919,0.2214,-1.6107,-0.6336
18.537,0.6924,0.1018,-0.7009,-0.1527,-2.5802,0.5038
18.557,0.6863,0.1067,-0.6958,-0.6718,-3.5725,0.9847
18.577,0.6941,0.1055,-0.696,-1.916,-5.458,1.6718
18.597,0.7029,0.1033,-0.6985,-3.1985,-5.626,1.9237
18.617,0.7004,0.0916,-0.6982,-3.3817,-4.7099,1.2519
18.637,0.7024,0.0923,-0.7009,-2.1069,-2.8168,-0.0305
18.657,0.6992,0.0979,-0.6951,0.1985,-1.3435,-0.6718
18.677,0.6829,0.104,-0.6965,1.7328,-1.0229,-0.5725
18.697,0.6841,0.1145,-0.7024,0.5115,-3.2672,1.084
18.717,0.6841,0.1116,-0.6946,-1.7405,-5.145,1.0458
18.737,0.7024,0.103,-0.699,-4.145,-6.8015,3.0076
18.757,0.7056,0.0938,-0.6877,-3.9008,-5.6489,1.6565
18.777,0.71,0.0874,-0.6904,-2.8931,-3.855,1.5038
18.797,0.7012,0.0938,-0.6931,-0.4046,-1.5954,-0.5802
18.817,0.6985,0.0981,-0.7019,0.5649,-1.2977,0.0
18.837,0.6882,0.1091,-0.7043,0.7939,-1.6565,-0.4656
18.857,0.6885,0.1128,-0.6963,-0.855,-3.4198,0.8015
18.877,0.6858,0.114,-0.7019,-2.3588,-5.0458,1.3359
18.897,0.6995,0.0996,-0.6958,-3.8855,-6.1679,2.3053
18.917,0.707,0.0928,-0.698,-3.6031,-5.8473,1.7481
18.937,0.7068,0.0911,-0.6873,-1.5954,-4.0382,0.7023
18.957,0.7034,0.093,-0.7012,0.2748,-2.3206,0.1832
18.977,0.6929,0.1016,-0.6912,1.6031,-0.8931,-1.0458
18.997,0.6875,0.1125,-0.7043,0.2519,-1.9389,0.4427
19.017,0.6848,0.1094,-0.6995,-1.9084,-3.8779,0.7176
19.037,0.6934,0.1057,-0.6958,-4.1374,-5.5649,1.9084
19.057,0.7021,0.0959,-0.6968,-3.855,-5.7786,1.8015
19.077,0.708,0.0896,-0.7009,-2.2901,-4.6031,1.374
19.097,0.7019,0.092,-0.6997,-0.1756,-2.6336,0.3664
19.117,0.6943,0.1064,-0.6941,0.5573,-1.5115,-0.2672
19.137,0.6865,0.1123,-0.6978,0.0076,-1.855,-0.2137
19.158,0.686,0.1067,-0.699,-1.3588,-3.7939,0.8244
19.177,0.6938,0.1084,-0.6946,-2.6641,-5.687,1.7863
19.197,0.7002,0.1006,-0.7012,-2.8779,-6.2519,1.916
19.217,0.7065,0.094,-0.7043,-2.2901,-4.7939,1.4275
19.237,0.7012,0.0955,-0.6941,-1.0458,-2.4122,0.4733
19.257,0.6938,0.1028,-0.6997,-0.4046,-1.1908,-0.229
19.277,0.6892,0.1067,-0.7031,-0.4885,-1.8092,-0.3817
19.297,0.6843,0.1089,-0.6982,-1.2137,-3.6489,0.6641
19.317,0.6921,0.1047,-0.6921,-1.7023,-5.313,1.626
19.337,0.6997,0.1001,-0.7007,-2.1603,-5.7099,1.771
19.357,0.708,0.0952,-0.7019,-2.3511,-4.6794,1.229
19.377,0.7031,0.0974,-0.6997,-1.5496,-3.0992,0.0305
19.397,0.6975,0.1023,-0.7014,-0.3282,-2.084,0.1221
19.417,0.6904,0.1099,-0.6936,0.1298,-2.0534,0.1069
19.437,0.687,0.1091,-0.7036,-0.8015,-3.3969,0.7786
19.457,0.6938,0.1064,-0.7002,-1.8015,-4.5573,1.0458
19.477,0.6951,0.0991,-0.7021,-2.7252,-5.2061,1.9466
19.497,0.7029,0.094,-0.7009,-2.8855,-4.7328,1.6412
19.517,0.707,0.0935,-0.6968,-2.2672,-3.8168,0.8779
19.537,0.7017,0.0952,-0.6968,-0.855,-2.8092,0.3053
19.557,0.6917,0.1057,-0.6992,-0.2214,-2.2061,0.229
19.577,0.6892,0.1055,-0.7051,-0.2672,-2.5802,0.1298
19.597,0.689,0.1108,-0.7024,-1.0076,-3.6412,0.6794
19.617,0.6953,0.1055,-0.6938,-1.8473,-4.771,1.4427
19.637,0.7,0.0991,-0.6965,-2.3359,-5.1679,1.7023
19.657,0.7004,0.0996,-0.7024,-2.542,-4.855,1.4656
19.677,0.7024,0.0955,-0.6934,-2.084,-3.8626,0.8397
19.697,0.698,0.0984,-0.6946,-0.855,-2.2672,-0.4733
19.717,0.6951,0.1057,-0.7009,0.2061,-1.8321,0.1145
19.737,0.6816,0.1096,-0.7012,0.3664,-1.8473,-0.0229
19.757,0.6838,0.1133,-0.7009,-1.4962,-3.9542,0.9618
19.777,0.6919,0.1067,-0.6953,-2.8702,-6.1832,1.4885
19.798,0.7048,0.0989,-0.7026,-3.0916,-6.7099,2.5496
19.817,0.71,0.0979,-0.6934,-1.7557,-4.5954,1.542
19.837,0.7075,0.0952,-0.6902,-0.8321,-1.855,0.1069
19.857,0.6941,0.1025,-0.6963,-0.5496,-0.9542,-0.687
19.877,0.6819,0.1091,-0.697,-0.7939,-2.2748,0.145
19.897,0.6863,0.1072,-0.6995,-1.3053,-4.1298,1.2672
19.917,0.6936,0.1047,-0.6985,-2.2977,-5.0305,1.6336
19.937,0.6995,0.0994,-0.6919,-2.6489,-4.7328,1.2672
19.957,0.6995,0.0972,-0.6958,-2.2366,-3.8702,0.7252
19.977,0.6997,0.0957,-0.6973,-1.3206,-3.6718,0.7863
19.997,0.6965,0.0991,-0.7009,0.084,-3.145,0.3511
20.017,0.6938,0.1072,-0.697,0.1298,-3.4275,0.8473
20.037,0.6924,0.1074,-0.7048,-0.5802,-3.4275,0.5115
20.057,0.6924,0.1077,-0.7034,-1.8931,-3.9313,0.916
20.077,0.6951,0.0996,-0.7007,-2.6718,-4.313,1.2901
20.097,0.7019,0.0991,-0.6965,-3.0687,-4.3206,1.7176
20.117,0.7031,0.0925,-0.6953,-2.5191,-3.6412,0.9695
20.137,0.697,0.095,-0.6973,-1.2901,-2.4885,0.0229
20.157,0.6919,0.1011,-0.699,-0.0534,-1.855,-0.0382
20.177,0.6873,0.1052,-0.696,-0.0534,-2.3435,0.3511
20.197,0.687,0.1067,-0.7017,-1.2901,-4.5115,1.2137
20.217,0.6892,0.1047,-0.7004,-2.1221,-5.6641,1.2901
20.237,0.7029,0.0947,-0.6951,-2.3588,-6.0382,2.1603
20.257,0.7036,0.0911,-0.6982,-1.0153,-3.9237,0.6412
20.277,0.7002,0.1001,-0.698,-0.7634,-2.3359,0.6107
20.297,0.6938,0.1018,-0.7029,-0.7557,-2.0534,-0.2366
20.317,0.6897,0.1067,-0.7024,-1.2061,-2.9542,0.2977
20.337,0.6914,0.1077,-0.6968,-1.5725,-4.145,1.2824
20.357,0.6982,0.0989,-0.7014,-1.916,-4.6031,1.6718
20.377,0.7002,0.0989,-0.7046,-2.5802,-4.4809,1.6107
20.397,0.7,0.0938,-0.6963,-2.687,-3.9084,0.6794
20.417,0.6978,0.0916,-0.6975,-1.8855,-3.1298,0.4046
20.438,0.6965,0.1006,-0.7004,-0.5954,-2.9008,0.4198
20.457,0.6924,0.1016,-0.6917,0.1527,-2.7863,-0.0305
20.477,0.6907,0.1106,-0.6982,-0.229,-3.6412,0.8321
20.497,0.6897,0.1101,-0.697,-0.8321,-4.084,0.8321
20.517,0.6982,0.1042,-0.696,-2.3817,-4.8473,1.8092
20.537,0.6953,0.1008,-0.6973,-2.6718,-4.3664,0.5954
20.557,0.7004,0.1011,-0.6943,-2.3511,-4.2214,1.4504
20.577,0.7012,0.0964,-0.6995,-1.229,-3.1908,0.7405
20.597,0.6995,0.1001,-0.7078,-1.1832,-3.1374,1.084
20.617,0.6943,0.1001,-0.7034,-1.0076,-2.2977,-0.374
20.637,0.6919,0.1047,-0.7004,-1.2824,-2.7405,0.5038
20.657,0.6895,0.1069,-0.6978,-1.1145,-3.0382,0.5649
20.677,0.6904,0.1055,-0.7017,-1.7481,-4.4275,1.4046
20.697,0.697,0.1006,-0.6919,-2.0153,-5.2824,1.3817
20.717,0.7012,0.0981,-0.6975,-2.1679,-5.374,1.5725
20.737,0.7029,0.0974,-0.6941,-1.4427,-4.1679,1.1069
20.757,0.7021,0.1045,-0.7034,-0.9237,-2.6489,0.3817
20.777,0.6958,0.1057,-0.6968,-0.5573,-1.7405,-0.2672
20.797,0.6895,0.1067,-0.6968,-0.9008,-2.1908,0.1145
20.817,0.689,0.1089,-0.6951,-1.1527,-3.687,0.9389
20.837,0.6902,0.1018,-0.698,-1.9237,-4.9084,1.7023
20.857,0.6978,0.1001,-0.6973,-2.6183,-5.5649,2.0
20.877,0.6997,0.0945,-0.7002,-2.4656,-4.6336,0.9695
20.897,0.7031,0.0974,-0.7019,-1.7328,-3.4122,0.9847
20.917,0.699,0.1006,-0.6968,-0.6794,-2.3282,-0.0611
20.937,0.6921,0.1082,-0.697,-0.5496,-2.4122,0.2137
20.957,0.6865,0.1072,-0.6943,-0.6336,-2.9542,-0.0458
20.977,0.689,0.1069,-0.6973,-1.0916,-4.1374,1.1756
20.997,0.6917,0.0994,-0.6978,-1.6794,-4.7099,1.3969
21.017,0.7,0.1006,-0.6975,-2.3053,-4.9847,1.6031
21.037,0.7039,0.0947,-0.7007,-2.4809,-4.5191,1.5878
21.057,0.6982,0.0957,-0.6895,-1.8855,-3.2137,0.3817
21.078,0.6992,0.0959,-0.6997,-1.1221,-2.9771,0.6641
21.097,0.6895,0.1033,-0.6931,0.1069,-2.084,-0.7557
21.117,0.6921,0.1069,-0.7065,-0.8779,-3.3282,1.7939
21.137,0.6931,0.1086,-0.6978,-0.9847,-3.0382,-0.4122
21.157,0.6953,0.1069,-0.7048,-2.6336,-4.626,1.8626
21.177,0.6946,0.0979,-0.6953,-2.0763,-4.4656,0.7481
21.197,0.7012,0.0962,-0.6975,-2.4046,-5.3664,2.2977
21.217,0.707,0.0952,-0.6953,-1.1908,-4.0916,0.4809
21.237,0.7029,0.1011,-0.6973,-0.9466,-3.1679,0.5878
21.257,0.6943,0.1018,-0.6992,-0.5725,-2.0382,0.0992
21.277,0.6897,0.1082,-0.7029,-0.8168,-1.9695,-0.2443
21.297,0.6914,0.1052,-0.7009,-1.4733,-3.3817,0.7481
21.317,0.6868,0.1057,-0.6873,-1.7786,-4.8244,1.1221
21.337,0.6973,0.103,-0.7004,-2.374,-5.9466,2.3053
21.357,0.7058,0.0942,-0.6934,-1.7786,-4.9084,1.0382
21.377,0.7034,0.0959,-0.7056,-1.6183,-3.6031,0.855
21.397,0.6956,0.0991,-0.6987,-0.6641,-1.7786,-0.2595
21.417,0.6917,0.104,-0.7058,-0.8626,-2.2977,0.4962
21.437,0.6882,0.1091,-0.6995,-0.9771,-3.1145,0.3588
21.457,0.6929,0.1082,-0.6963,-1.9389,-4.6412,1.4046
21.477,0.6975,0.0972,-0.7002,-2.1527,-4.916,1.3511
21.497,0.6975,0.1008,-0.7009,-2.0382,-4.5496,1.2824
21.517,0.698,0.1021,-0.6929,-1.5038,-3.7252,0.9389
21.537,0.6951,0.1006,-0.6929,-1.3588,-3.1298,0.9237
21.557,0.6956,0.1021,-0.6992,-1.1985,-2.8168,0.2214
21.577,0.6938,0.103,-0.6985,-1.2672,-3.2901,0.6183
21.597,0.6904,0.106,-0.6902,-0.7557,-3.4122,0.458
21.617,0.6885,0.1018,-0.699,-1.4351,-4.374,1.7328
21.637,0.6934,0.104,-0.7007,-1.7023,-4.2214,0.8626
21.657,0.6946,0.1021,-0.6953,-2.3053,-4.1679,1.1985
21.677,0.6941,0.0991,-0.697,-1.4198,-3.3435,0.4427
21.697,0.6943,0.0967,-0.6958,-1.3282,-3.1832,1.3206
21.718,0.6936,0.1023,-0.6985,-1.2214,-3.1298,0.6718
21.737,0.6929,0.1003,-0.6956,-1.4962,-3.6718,0.8015
21.757,0.6953,0.0999,-0.7009,-1.8931,-4.4351,1.1298
21.777,0.699,0.0969,-0.6938,-1.7634,-4.8168,1.1069
21.797,0.7036,0.0991,-0.6936,-1.916,-4.6565,1.2443
21.817,0.6956,0.1008,-0.6943,-1.0153,-2.8321,-0.4046
21.837,0.6946,0.1001,-0.6941,-0.9008,-2.1221,0.2214
21.857,0.6865,0.104,-0.6904,-0.3511,-1.7405,-0.8397
21.877,0.687,0.1096,-0.7017,-1.229,-3.6336,0.8931
21.897,0.6851,0.1077,-0.6956,-1.2901,-4.6718,0.5267
21.917,0.696,0.1062,-0.7009,-2.0458,-6.1221,2.3588
21.937,0.6987,0.0994,-0.7012,-1.8244,-5.1832,1.6412
21.957,0.7036,0.1013,-0.7007,-2.3664,-3.3817,1.3053
21.977,0.6982,0.0981,-0.6985,-2.313,-1.6412,-0.0611
21.997,0.6907,0.1006,-0.6968,-1.9313,-1.626,-0.2977
22.017,0.6875,0.0991,-0.6958,-0.7176,-2.8092,0.3511
22.037,0.688,0.1042,-0.698,0.0763,-4.5038,1.3817
22.057,0.6956,0.1067,-0.6992,-0.6412,-5.1145,1.8015
22.077,0.699,0.1025,-0.698,-2.1374,-4.5267,1.3511
22.097,0.7002,0.1038,-0.6938,-3.1527,-3.542,0.6336
22.117,0.6997,0.0957,-0.7007,-2.6183,-3.5115,0.9084
22.137,0.6978,0.0942,-0.6904,-1.0534,-4.0305,0.626
22.157,0.6973,0.0952,-0.7012,-0.0916,-4.3511,0.9542
22.177,0.6958,0.1033,-0.6885,0.1985,-3.5038,0.3206
22.197,0.6975,0.1135,-0.7002,-0.5878,-2.8015,0.3893
22.217,0.6907,0.1072,-0.6929,-1.2137,-1.9847,-0.3511
22.237,0.6863,0.1096,-0.7024,-2.1603,-2.771,1.1145
22.257,0.6926,0.106,-0.6995,-2.5954,-4.3053,1.4504
22.277,0.6941,0.0991,-0.6941,-2.8855,-5.5573,2.0153
22.297,0.7014,0.0979,-0.7002,-2.0229,-5.4885,1.4656
22.317,0.7021,0.0981,-0.6924,-0.626,-3.6947,0.8855
22.337,0.7,0.1021,-0.7029,-0.3435,-2.1679,0.6031
22.358,0.6929,0.1035,-0.6978,-0.3359,-1.4198,-0.6794
22.377,0.688,0.1062,-0.7,-1.458,-2.7863,0.6412
22.397,0.6882,0.1057,-0.6968,-1.8855,-4.4122,1.0076
22.417,0.6953,0.0989,-0.7046,-2.5115,-5.9313,2.1527
22.437,0.7051,0.0933,-0.6995,-1.7786,-5.4733,1.1145
22.457,0.7056,0.0942,-0.7009,-1.5267,-4.374,1.4122
22.477,0.7012,0.0964,-0.696,-0.7481,-2.6336,0.0458
22.497,0.6924,0.1016,-0.6995,-0.9695,-1.5802,-0.1603
22.517,0.6873,0.1055,-0.6907,-0.9389,-1.6641,-0.1985
22.537,0.6821,0.1084,-0.697,-1.2748,-2.9084,0.4885
22.557,0.6882,0.1104,-0.699,-2.0992,-4.9313,1.6412
22.577,0.6982,0.0996,-0.7017,-2.3053,-5.8015,1.6718
22.597,0.7039,0.094,-0.6904,-2.3588,-5.4656,2.0076
22.617,0.7046,0.0979,-0.6921,-1.7557,-3.4275,0.7557
22.637,0.7061,0.0974,-0.7031,-1.1298,-2.2824,0.1756
22.657,0.6946,0.1025,-0.6919,-0.4198,-1.6794,-0.4962
22.677,0.6892,0.1052,-0.6936,-0.3053,-2.8397,0.3969
22.697,0.6865,0.1067,-0.7021,-0.8626,-4.2824,1.2672
22.717,0.6978,0.1079,-0.6951,-2.1527,-5.1908,1.771
22.737,0.6978,0.0986,-0.6926,-2.7176,-4.8092,1.1908
22.757,0.7021,0.0991,-0.696,-2.3893,-3.8779,1.0916
22.777,0.7002,0.1011,-0.6895,-1.4504,-3.1374,0.6947
22.797,0.6958,0.0991,-0.6958,-0.8397,-3.0,0.5878
22.817,0.6975,0.1028,-0.6931,-0.771,-3.0382,0.3817
22.837,0.6936,0.106,-0.7007,-1.0153,-3.2519,0.5496
22.857,0.6907,0.1038,-0.7046,-1.3206,-3.5954,0.626
22.877,0.6904,0.1023,-0.6958,-1.9618,-4.0687,1.1679
22.897,0.6941,0.103,-0.6975,-2.084,-4.6641,1.2366
22.917,0.6997,0.1006,-0.6895,-1.7405,-4.4198,1.0076
22.937,0.7036,0.1001,-0.7019,-1.1069,-4.0611,1.0382
22.957,0.6951,0.103,-0.6921,-0.458,-3.0611,0.4733
22.977,0.6921,0.104,-0.7002,-1.0153,-2.8321,0.6412
22.998,0.6943,0.1016,-0.7,-1.5115,-2.9847,0.374
23.017,0.6914,0.1028,-0.7017,-2.2977,-3.9313,1.0229
23.037,0.6936,0.0977,-0.6997,-2.0305,-4.3969,1.1908
23.057,0.6973,0.1025,-0.6929,-1.4733,-4.1679,1.2748
23.077,0.7,0.1035,-0.7007,-1.3053,-3.4275,1.0534
23.097,0.6963,0.1052,-0.697,-1.229,-3.0763,0.3359
23.117,0.6965,0.1013,-0.7,-1.4885,-3.3817,0.6336
23.137,0.6926,0.103,-0.7017,-1.3206,-3.7557,0.6183
23.157,0.6968,0.1045,-0.696,-1.4962,-4.1985,1.145
23.177,0.6934,0.1055,-0.7029,-1.1374,-3.8626,0.5878
23.197,0.699,0.1057,-0.7017,-1.2214,-3.7099,0.9466
23.217,0.6943,0.1028,-0.6968,-1.1603,-3.0,0.2824
23.237,0.6938,0.1033,-0.6941,-1.6565,-3.374,0.8092
23.257,0.6924,0.1025,-0.6931,-1.5725,-3.5496,0.8092
23.277,0.6975,0.1038,-0.7029,-1.9695,-4.2519,1.3053
23.297,0.6978,0.1035,-0.7002,-1.687,-3.9313,1.0611
23.317,0.7012,0.0969,-0.6985,-1.8626,-3.8397,1.2748
23.337,0.696,0.0981,-0.6946,-1.2901,-3.3053,0.0687
23.357,0.6963,0.1018,-0.7021,-1.0458,-4.2443,0.8626
23.377,0.6963,0.1038,-0.6953,0.145,-3.9542,0.4733
23.397,0.7021,0.106,-0.6995,-0.6183,-3.8092,1.8397
23.417,0.6904,0.1035,-0.6985,-1.7176,-1.9695,0.2901
23.437,0.6917,0.1052,-0.696,-3.6031,-2.1756,0.5115
23.457,0.6877,0.1045,-0.6936,-3.3206,-3.6794,0.2214
23.477,0.6943,0.0986,-0.7004,-2.1221,-5.6107,1.9466
23.497,0.7009,0.0928,-0.6992,-0.2901,-5.6947,1.7939
23.517,0.7002,0.0969,-0.6929,0.2443,-3.7252,0.6641
23.537,0.6951,0.1038,-0.7058,-0.4656,-1.6336,-0.2137
23.557,0.6843,0.1108,-0.6958,-1.313,-1.0153,-0.9695
23.577,0.6885,0.1089,-0.7048,-2.1527,-3.7786,1.0
23.597,0.6921,0.1018,-0.6992,-1.7557,-6.0763,1.8015
23.617,0.7078,0.0979,-0.6956,-1.7863,-6.916,2.6107
23.638,0.707,0.0984,-0.696,-1.5191,-4.3435,1.0916
23.657,0.6956,0.1028,-0.699,-1.5191,-1.6794,-0.0153
23.677,0.6902,0.1035,-0.7004,-1.374,-0.2748,-0.5725
23.697,0.687,0.1077,-0.6929,-1.6336,-1.7557,0.4046
23.717,0.6907,0.104,-0.7,-1.9389,-4.5038,1.2672
23.737,0.6958,0.0984,-0.6975,-1.9695,-6.1908,1.8015
23.757,0.7004,0.1001,-0.6929,-0.9084,-5.7176,1.2672
23.777,0.7029,0.0994,-0.6956,-0.3817,-4.1679,1.5038
23.797,0.6943,0.1006,-0.6941,-0.6641,-2.3435,0.0611
23.817,0.6921,0.1057,-0.7039,-1.7405,-2.1679,-0.1832
23.837,0.6897,0.1084,-0.688,-1.6107,-2.9084,-0.1069
23.857,0.6919,0.1011,-0.6987,-1.7023,-4.7481,1.9313
23.877,0.6965,0.0989,-0.6997,-1.2748,-4.9237,1.4122
23.897,0.6997,0.1016,-0.6946,-1.7863,-4.1069,1.1832
23.917,0.6963,0.1006,-0.6951,-1.7863,-2.6412,0.5038
23.937,0.6953,0.1023,-0.699,-1.7939,-2.1756,0.2901
23.957,0.6926,0.1028,-0.6914,-1.5191,-3.0916,0.7023
23.977,0.6931,0.1006,-0.698,-1.2137,-4.2443,0.9008
23.997,0.696,0.0984,-0.6963,-1.1985,-5.2061,1.4198
24.017,0.7009,0.0994,-0.7002,-0.9924,-4.6336,0.8702
24.037,0.7007,0.1021,-0.6992,-1.1221,-3.6336,0.9466
24.057,0.6931,0.1057,-0.6948,-0.9008,-2.458,0.2443
24.077,0.6934,0.1069,-0.7007,-1.5954,-2.8321,0.9084
24.097,0.6934,0.1074,-0.6948,-1.9313,-3.4351,0.313
24.117,0.6931,0.1003,-0.7026,-2.1679,-4.7252,1.8168
24.137,0.6941,0.103,-0.6892,-1.458,-4.542,0.8779
24.157,0.7031,0.0984,-0.7036,-1.7634,-4.687,1.8855
24.177,0.6985,0.0979,-0.6907,-0.916,-3.084,-0.0611
24.197,0.6953,0.1047,-0.7056,-1.5573,-2.7481,0.9695
